COUNTRY,INCOME,AVG_YR_SCH
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,8.733878
Saint Lucia,-1.0,8.0078945
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,9.880703
Samoa,2209.88329369011,11.3
San Marino,-1.0,9.562409
Sao Tome and Principe,769.361187416807,4.9887576
Saudi Arabia,13468.3051958466,7.9955554
Senegal,902.656989635832,1.54
Serbia,3630.39930303821,9.393333
Seychelles,10718.147833945,10.565282
Sierra Leone,282.079024088001,3.1969001
Singapore,27931.8420257409,10.11
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,11.38
Slovenia,15741.0180550202,11.81
Solomon Islands,1130.13047029652,5.3301783
Somalia,-1.0,-1.0
South Africa,5045.05919187081,8.95
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,11.1475
South Sudan,-1.0,-1.0
Spain,24030.4139136431,9.03
Sri Lanka,1284.77614479697,10.38
Sudan,-1.0,2.97
Suriname,3849.77290391139,7.820864
Svalbard,-1.0,-1.0
Sweden,40452.4096642975,12.33
Switzerland,50174.7622880417,11.7396965
Syria,-1.0,6.234
Tajikistan,436.825203964966,11.018824
Tanzania,420.452606201172,4.76
Thailand,2653.91976258223,6.97
Timor-Leste,-1.0,-1.0
Togo,354.362358302372,3.2935033
Tokelau,-1.0,-1.0
Tonga,2580.04662408052,10.07
Trinidad and Tobago,9592.65760116862,9.961111
Tunisia,2574.36595197676,5.974705
Turkiye,6615.69629619718,-1.0
Turkmenistan,940.479294069736,10.880991
Turks and Caicos Islands,-1.0,-1.0
Tuvalu,-1.0,8.998943
Uganda,269.274363771579,4.8
Ukraine,1873.92687988281,11.366391
United Arab Emirates,37719.5310987804,9.158181
United Kingdom,37973.6151931478,12.250035
United States,39721.62665009,12.91
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,5685.94094817024,8.0
US Virgin Islands,-1.0,-1.0
Uzbekistan,478.537534731781,10.602306
Vanuatu,1783.60222805492,5.667716
Vatican City,-1.0,-1.0
Venezuela,-1.0,7.51
Vietnam,-1.0,6.909586
Wallis and Futuna,-1.0,-1.0
Yemen,-1.0,2.237337
Zambia,682.221142000889,5.9367714
Zimbabwe,158.235946138245,7.258
