COUNTRY,AVG_YR_SCH
Saint Barthelemy,-1.0
Saint Eustatius,-1.0
Saint Helena,-1.0
Saint Kitts and Nevis,8.524297
Saint Lucia,7.9173684
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,9.798276
Samoa,11.224
San Marino,9.465917
Sao Tome and Principe,4.927902
Saudi Arabia,7.7577777
Senegal,1.3801887
Serbia,8.969999
Seychelles,10.516461
Sierra Leone,3.16845
Singapore,10.27
Sint Maarten,-1.0
Slovakia,11.156
Slovenia,11.68
Solomon Islands,5.289741
Somalia,-1.0
South Africa,8.9
South Georgia and South Sandwich Islands,-1.0
South Korea,11.24
South Sudan,-1.0
Spain,8.92
Sri Lanka,10.424
Sudan,2.93
Suriname,7.7804317
Svalbard,-1.0
Sweden,12.26
Switzerland,11.206262
Syria,5.8580003
Tajikistan,10.982353
Tanzania,4.645
Thailand,7.085
Timor-Leste,-1.0
Togo,3.2780046
Tokelau,-1.0
Tonga,10.066
Trinidad and Tobago,9.791667
Tunisia,5.8070583
Turkiye,-1.0
Turkmenistan,10.887265
Turks and Caicos Islands,-1.0
Tuvalu,8.8816805
Uganda,4.625
Ukraine,11.3298435
United Arab Emirates,8.99
United Kingdom,11.970047
United States,12.83
United States Minor Outlying Islands,-1.0
Uruguay,8.316667
US Virgin Islands,-1.0
Uzbekistan,10.510207
Vanuatu,5.5755153
Vatican City,-1.0
Venezuela,7.622
Vietnam,6.699448
Wallis and Futuna,-1.0
Yemen,2.0724337
Zambia,5.845723
Zimbabwe,7.156
