COUNTRY,INCOME,AVG_YR_SCH
Poland,6747.05333644908,11.809999
Portugal,15491.6244657049,7.49
Puerto Rico,-1.0,-1.0
Qatar,35617.6074744357,8.693334
Réunion,-1.0,-1.0
Romania,3585.42861884956,10.226
Russian Federation,4072.2734375,-1.0
Rwanda,272.809171880386,3.0406716
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,8.524297
Saint Lucia,-1.0,7.9173684
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,9.798276
Samoa,2099.38381969308,11.224
San Marino,-1.0,9.465917
Sao Tome and Principe,715.952575771819,4.927902
Saudi Arabia,12181.7531960986,7.7577777
Senegal,869.982006244863,1.3801887
Serbia,-1.0,8.969999
Seychelles,9907.91197162,10.516461
Sierra Leone,247.218673864288,3.16845
Singapore,23539.8837056538,10.27
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,11.156
Slovenia,14480.6951771195,11.68
Solomon Islands,1042.03531949596,5.289741
Somalia,-1.0,-1.0
South Africa,4881.94027227567,8.9
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,11.24
South Sudan,-1.0,-1.0
Spain,22509.8931072036,8.92
Sri Lanka,1122.01885170318,10.424
Sudan,-1.0,2.93
Suriname,2639.72025681285,7.7804317
Svalbard,-1.0,-1.0
Sweden,37127.9803817871,12.26
Switzerland,48033.9817870011,11.206262
Syria,-1.0,5.8580003
Tajikistan,310.124880825828,10.982353
Tanzania,418.759368896484,4.645
Thailand,2254.58059817425,7.085
Timor-Leste,-1.0,-1.0
Togo,344.807216649646,3.2780046
Tokelau,-1.0,-1.0
Tonga,2261.40941214568,10.066
Trinidad and Tobago,8752.36627312178,9.791667
Tunisia,2432.28399626003,5.8070583
Turkiye,6059.75663652958,-1.0
Turkmenistan,774.494369749439,10.887265
Turks and Caicos Islands,-1.0,-1.0
Tuvalu,-1.0,8.8816805
Uganda,253.993567730306,4.625
Ukraine,1488.48547363281,11.3298435
United Arab Emirates,32829.5568203638,8.99
United Kingdom,36605.041787585,11.970047
United States,37454.4722469241,12.83
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,5007.3903295534,8.316667
US Virgin Islands,-1.0,-1.0
Uzbekistan,440.845534384652,10.510207
Vanuatu,1600.48260652467,5.5755153
Vatican City,-1.0,-1.0
Venezuela,-1.0,7.622
Vietnam,-1.0,6.699448
Wallis and Futuna,-1.0,-1.0
Yemen,-1.0,2.0724337
Zambia,486.039517827435,5.845723
Zimbabwe,223.828187719734,7.156
