COUNTRY,INCOME,AVG_YR_SCH
Norfolk Island,-1.0,-1.0
North Korea,-1.0,-1.0
North Macedonia,4434.57199520252,10.258726
Northern Mariana Islands,-1.0,-1.0
Norway,81275.5747020368,12.676666
Oman,12560.6878177716,8.988
Pakistan,1009.86324830257,4.96
Palau,-1.0,12.82
Palestinian Territory,-1.0,-1.0
Panama,10512.5821821334,9.7
Papua New Guinea,2015.54004812236,4.4671035
Paraguay,5541.7893174186,8.29
Peru,5710.54554927857,9.14
Philippines,2814.87319803157,9.15
Pitcairn,-1.0,-1.0
Poland,11445.9393999337,12.78
Portugal,17588.4909252875,8.66
Puerto Rico,-1.0,-1.0
Qatar,68766.7229081102,9.8
Réunion,-1.0,-1.0
Romania,7498.97451279145,11.02
Russian Federation,12561.48046875,-1.0
Rwanda,568.366663821921,3.915
Saba,-1.0,-1.0
Saint Barthelemy,-1.0,-1.0
Saint Eustatius,-1.0,-1.0
Saint Helena,-1.0,-1.0
Saint Kitts and Nevis,-1.0,10.352551
Saint Lucia,-1.0,8.36
Saint Martin,-1.0,-1.0
Saint Pierre and Miquelon,-1.0,-1.0
Saint Vincent and the Grenadines,-1.0,10.477438
Samoa,3547.70898561574,11.610451
San Marino,-1.0,10.265976
Sao Tome and Principe,973.018286640053,5.4379725
Saudi Arabia,21103.6052919541,9.66
Senegal,1199.72886631794,2.78
Serbia,5533.8039914398,10.56
Seychelles,12257.3234126663,10.907026
Sierra Leone,645.787577247138,3.39605
Singapore,45715.8555378486,11.15
Sint Maarten,-1.0,-1.0
Slovakia,-1.0,12.44
Slovenia,18184.3080704985,12.38
Solomon Islands,1965.18235924112,5.6220284
Somalia,-1.0,-1.0
South Africa,5889.12063464434,10.04
South Georgia and South Sandwich Islands,-1.0,-1.0
South Korea,-1.0,11.928
South Sudan,1356.36612274554,5.73
Spain,24255.0260100063,9.615001
Sri Lanka,3394.73050035872,10.504286
Sudan,1469.77746582031,3.424
Suriname,6152.58291600764,8.103889
Svalbard,-1.0,-1.0
Sweden,52089.6352759408,12.23
Switzerland,69446.6309854852,13.525001
Syria,-1.0,6.2679377
Tajikistan,1120.97570075284,11.274117
Tanzania,745.864013671875,5.4645233
Thailand,4545.13959958715,7.91
Timor-Leste,-1.0,-1.0
Togo,475.331079612717,4.0461936
Tokelau,-1.0,-1.0
Tonga,3944.05431854213,10.90285
Trinidad and Tobago,13773.0504405006,10.667773
Tunisia,3324.96012072812,6.855
Turkiye,10665.1872018902,-1.0
Turkmenistan,-1.0,10.837076
Turks and Caicos Islands,-1.0,-1.0
Tuvalu,-1.0,9.819783
Uganda,594.638240262462,5.3199625
Ukraine,3474.39892578125,11.305478
United Arab Emirates,46197.4104149389,10.335455
United Kingdom,36079.9107190471,12.83
United States,45618.9320251633,13.2
United States Minor Outlying Islands,-1.0,-1.0
Uruguay,15370.2184385514,8.52
US Virgin Islands,-1.0,-1.0
Uzbekistan,2003.06264843472,11.27
Vanuatu,2741.09263850916,6.3572555
Vatican City,-1.0,-1.0
Venezuela,-1.0,9.38
Vietnam,-1.0,7.8999996
Wallis and Futuna,-1.0,-1.0
Yemen,-1.0,3.5654774
Zambia,1394.07251066492,6.5741086
Zimbabwe,1082.23772931043,7.99
