COUNTRY,AVG_YR_SCH
Saint Kitts and Nevis,10.8494005
Saint Lucia,8.582024
Saint Martin,-1.0
Saint Pierre and Miquelon,-1.0
Saint Vincent and the Grenadines,11.169613
Samoa,11.36734
San Marino,11.23
Sao Tome and Principe,5.9162602
Saudi Arabia,11.31
Senegal,2.887632
Serbia,11.505057
Seychelles,11.19995
Sierra Leone,3.5192273
Singapore,11.76
Sint Maarten,-1.0
Slovakia,13.006243
Slovenia,12.87538
Solomon Islands,5.87968
Somalia,-1.0
South Africa,10.55466
South Georgia and South Sandwich Islands,-1.0
South Korea,12.619794
South Sudan,5.73
Spain,10.61
Sri Lanka,10.82
Sudan,3.87
Suriname,8.38832
Svalbard,-1.0
Sweden,12.674995
Switzerland,13.904489
Syria,5.955796
Tajikistan,11.288484
Tanzania,5.82725
Thailand,8.8133335
Timor-Leste,-1.0
Togo,5.5925837
Tokelau,-1.0
Tonga,10.880286
Trinidad and Tobago,10.764977
Tunisia,7.39164
Turkiye,-1.0
Turkmenistan,11.142994
Turks and Caicos Islands,-1.0
Tuvalu,10.644711
Uganda,6.2344165
Ukraine,11.1268
United Arab Emirates,12.7300005
United Kingdom,13.41
United States,13.68
United States Minor Outlying Islands,-1.0
Uruguay,9.5
US Virgin Islands,-1.0
Uzbekistan,11.89
Vanuatu,7.18321
Vatican City,-1.0
Venezuela,9.678386
Vietnam,8.62
Wallis and Futuna,-1.0
Yemen,4.8356786
Zambia,7.284893
Zimbabwe,8.808313
